taxonID,record_id,best_match,num_16s,nstd,Kingdom,Phylum,Class,Order,Family,Genus
687bb9bf750745ca4ecb74634395e1e6,GCF_013364275.1,Actinomadura sp. NAK00032|GCF_013364275.1|NZ_CP054932.1|Chromosome: ANONYMOUS|1420843..1422365 +,5,0.0579598627792782,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus
6e12e66a9724438c932de59dd347fe76,GCF_013364275.1,Actinomadura sp. NAK00032|GCF_013364275.1|NZ_CP054932.1|Chromosome: ANONYMOUS|1420843..1422365 +,5,0.0120484518777356,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
7d5679aed3794603d92be1b429a0a355,GCF_013364275.1,Actinomadura sp. NAK00032|GCF_013364275.1|NZ_CP054932.1|Chromosome: ANONYMOUS|1420843..1422365 +,5,0.0622764214572453,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus
9cc2d40096d61cb558e7027c3900c24e,GCF_013364275.1,Actinomadura sp. NAK00032|GCF_013364275.1|NZ_CP054932.1|Chromosome: ANONYMOUS|1420843..1422365 +,5,0.125471679170646,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces
aba8bb124b5c6711f427528d1857efd7,GCF_013364275.1,Actinomadura sp. NAK00032|GCF_013364275.1|NZ_CP054932.1|Chromosome: ANONYMOUS|1420843..1422365 +,5,0.0367420403999722,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
b7c535a8acb70d1615ec4c2025256d2c,GCF_013364275.1,Actinomadura sp. NAK00032|GCF_013364275.1|NZ_CP054932.1|Chromosome: ANONYMOUS|1420843..1422365 +,5,0.020189644434759,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
c4204f2e1926d350efa07b1230088878,GCF_013364275.1,Actinomadura sp. NAK00032|GCF_013364275.1|NZ_CP054932.1|Chromosome: ANONYMOUS|1420843..1422365 +,5,0.0622764214572454,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
cc12ea7294506c052112842caa2c5ced,GCF_013364275.1,Actinomadura sp. NAK00032|GCF_013364275.1|NZ_CP054932.1|Chromosome: ANONYMOUS|1420843..1422365 +,5,0.0367420403999724,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
020481a207f16b848202ab6d96e07b3f,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.0842399236161518,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
02742026e927678ed749472a8d6ea20f,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.0663415654211714,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
054bdedc6d13c50599f1934cde11809c,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.164127577326696,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
0793b6b170802d04ed6c8375d66d466b,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.149397152920766,Bacteria,Actinobacteria,0319-7L14,unknown 0319-7L14,unknown 0319-7L14,unknown 0319-7L14
0a074414bba27ee470fb8a16f26654a3,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.0753771912375511,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
0afd2336842c4402fe737c148eda2d10,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.120776828159258,Bacteria,Actinobacteria,Acidimicrobiia,unknown Acidimicrobiia,unknown Acidimicrobiia,unknown Acidimicrobiia
0b2e274e8e751016954beeee2cdd25fb,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.10228590698627,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,unknown IMCC26256,unknown IMCC26256
0c2544379e2c3b1f1898e61ca267ec0e,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.162798378928227,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
1218627e0432d0288f8e26f3fca64926,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.149397152920766,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,unknown Gaiellales,unknown Gaiellales
129c17bc1bac011046a3111340b5a7e5,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.144550609399691,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
1327f0da1129755ade73525ca3ba5c8f,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.0794614335068232,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,unknown Ilumatobacteraceae
1882a067392520a3cc8eaaa28a2b7a42,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.149397152920766,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,unknown Gaiellales,unknown Gaiellales
19d2856e84ce25e5f65a5319a6e18edd,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.0666179675894319,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,unknown Microtrichales,unknown Microtrichales
1aa8851367e160bfd1c074201fff6b45,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.120776828159258,Bacteria,Actinobacteria,Acidimicrobiia,unknown Acidimicrobiia,unknown Acidimicrobiia,unknown Acidimicrobiia
1c64f5a698df3daf8814cdcdc20c6474,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.0838862251022203,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,unknown Microtrichales,unknown Microtrichales
1c73e7ebc6ab078ea6b4152130c3cc7f,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.149397152920766,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,unknown Gaiellales,unknown Gaiellales
1d11f0d95ecbdaa382cbd97342bcb24d,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.154275218897655,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,unknown Gaiellales,unknown Gaiellales
1e50495abca40e4c688bba086b2cc569,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.139735183547491,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,unknown Gaiellales,unknown Gaiellales
1e625ec21ec365b712b76308c4ccdcb2,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.110997610689497,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,unknown Microtrichales,unknown Microtrichales
20391e1976d4d0483b5b3485b92bbba4,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.10228590698627,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,unknown Microtrichales,unknown Microtrichales
26246f97d6a78d7b7c9b5aad67e0bbb9,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.144550609399691,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,unknown IMCC26256,unknown IMCC26256
26c0cffac8c5b05eaefb62e046e485e7,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.106866073892412,Bacteria,Actinobacteria,Acidimicrobiia,unknown Acidimicrobiia,unknown Acidimicrobiia,unknown Acidimicrobiia
27b346659fe52be2027e13bf743136d2,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.154275218897655,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
28b4556fcae5ecea43df5864b7de5c4f,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.120256987556236,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,unknown Microtrichales,unknown Microtrichales
28e03839fd07be76e7bea06e8e671159,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.149397152920766,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,unknown Gaiellales,unknown Gaiellales
2936c6cfb3bca22fd354a693f75e2a2d,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.134363986524381,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,unknown IMCC26256,unknown IMCC26256
2c6126a5459d5166170da6ad19c64fba,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.0794614335068232,Bacteria,Actinobacteria,Acidimicrobiia,unknown Acidimicrobiia,unknown Acidimicrobiia,unknown Acidimicrobiia
2cb8635d2be9e6cdb66e05e85cdba010,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.190202069099119,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,unknown IMCC26256,unknown IMCC26256
3351d58b7dcb2c9e1f3ebaa69e476c33,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.149397152920766,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
338de27e7f5f5bd6f71939c86c2eccd6,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.151399614650052,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
34b2de2973ba6a0fbaffea607ebb91d8,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.144550609399691,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,unknown IMCC26256,unknown IMCC26256
3925a73b8267bf73b39809d4bb04f61b,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.141595553474519,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
3bcd8c71aa7bed0e605944c072ef1842,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.0838862251022202,Bacteria,Actinobacteria,Acidimicrobiia,unknown Acidimicrobiia,unknown Acidimicrobiia,unknown Acidimicrobiia
3c2a4f2dec3df7b69840175ee0ccd374,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.0883372767420876,Bacteria,Actinobacteria,Acidimicrobiia,unknown Acidimicrobiia,unknown Acidimicrobiia,unknown Acidimicrobiia
3d3fab7f0b211b8e6816b2ed12e14016,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.150058708787288,Bacteria,Actinobacteria,Acidimicrobiia,unknown Acidimicrobiia,unknown Acidimicrobiia,unknown Acidimicrobiia
3ef6a9529c1da604134ab0695c92a9db,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.156350127673575,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,unknown 67-14
3f80f143457e4cf23ba7eb84f2c415ae,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.156350127673575,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,unknown Gaiellales,unknown Gaiellales
3f90b1254bcf905b42a6fa6f36f9c8f0,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.149397152920766,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,unknown Gaiellales,unknown Gaiellales
3f91c8ebbc094199c605665e6ad2e01c,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.134950478324454,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,unknown Microtrichales,unknown Microtrichales
455595901aba2d1650cf2ffa6e128da6,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.0750625939175191,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,unknown Microtrichales,unknown Microtrichales
46369055755d9a428d1256eafd4550ae,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.159185220067398,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,unknown Gaiellales,unknown Gaiellales
47360d4b7fe316e92cac9faf2458e3a2,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.154275218897655,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,unknown IMCC26256,unknown IMCC26256
47e6fdea279f01a2882a4b13ddb3ece3,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.106866073892412,Bacteria,Actinobacteria,Acidimicrobiia,unknown Acidimicrobiia,unknown Acidimicrobiia,unknown Acidimicrobiia
4a5dc3a46e2918f7bd04c93978da2591,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.0706894036844197,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,unknown Ilumatobacteraceae
4d6f8808607f1f3f8d75649b125e06b4,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.0750625939175191,Bacteria,Actinobacteria,Acidimicrobiia,unknown Acidimicrobiia,unknown Acidimicrobiia,unknown Acidimicrobiia
4db7564955c17093e6cfdc8ae4c42993,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.0928149019819723,Bacteria,Actinobacteria,Acidimicrobiia,unknown Acidimicrobiia,unknown Acidimicrobiia,unknown Acidimicrobiia
4ea21eecb50ac0f491b64840f11da1f1,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.166350275825691,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
5399dd9765bbdb38cccf191e7a26c435,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.151399614650052,Bacteria,Actinobacteria,0319-7L14,unknown 0319-7L14,unknown 0319-7L14,unknown 0319-7L14
53e74f32724d4d3fdf2efd0f5571d81b,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.0842399236161518,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,unknown Microtrichales,unknown Microtrichales
5402d5f09dc8fe2e478d52adc32886fb,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.155652295554866,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,unknown IMCC26256,unknown IMCC26256
54c71de7b8f6dffa90e91914b77527bf,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.106866073892413,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,unknown Ilumatobacteraceae
54e53a930b21f5999aca015bfac23201,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.171400799961707,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
5510b040bf2f7b4f1f58769c3425e733,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.154275218897655,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,unknown Gaiellales,unknown Gaiellales
57728cf8a82e1e7ddb65ae9dadeadf99,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.0407709069139434,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,unknown Microtrichales,unknown Microtrichales
579b5a2420e24ae6a1c35405fe081860,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.154275218897655,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,unknown Gaiellales,unknown Gaiellales
5a0e5734073aa9889659f3b2d6e55a73,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.121830139679909,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,unknown IMCC26256,unknown IMCC26256
5afa490723e0c3012354ed62655f3072,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.062018786883606,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,unknown Ilumatobacteraceae
5ba2b143a0b78d68caf637ff7903c21d,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.0838862251022205,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,unknown Ilumatobacteraceae
5e0d8ef47965729a9437afc3b3b7557a,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.139735183547491,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,unknown Gaiellales,unknown Gaiellales
64b715782bab305d82823350ca2b21ee,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.0407709069139432,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,unknown Microtrichales,unknown Microtrichales
64bafda90b6710e047613f467eaff4b0,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.154275218897655,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,unknown Gaiellales,unknown Gaiellales
65fcd5a708020bca64f11499af927471,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.159185220067398,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,unknown Gaiellales,unknown Gaiellales
68790133a2a2020652ae1bfb8bef881c,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.161333534712585,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
6a0d0dfd453a009b94a6c1c566160595,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.159185220067398,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,unknown Gaiellales,unknown Gaiellales
6bb32a5cd4800504832cc9bc07999e13,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.144550609399691,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,unknown Gaiellales,unknown Gaiellales
6be9e194f92e9b1eae30db39edb396ff,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.097733540960955,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,unknown IMCC26256,unknown IMCC26256
6daa80c55e5441cf70dc2529d8205375,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.146481564240424,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
6fcb6230c39692486e968b3047a5fd9c,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.133091525356878,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,unknown IMCC26256,unknown IMCC26256
76f185834acee4b97cc4f4b85c673561,GCF_009650215.1,Actinomarinicola tropica|GCF_009650215.1|NZ_CP045851.1|Chromosome: ANONYMOUS|1821056..1822581 +,1,0.101851155869118,Bacteria,Actinobacteria,Acidimicrobiia,unknown Acidimicrobiia,unknown Acidimicrobiia,unknown Acidimicrobiia
